,STATION,NAME,ZIP,LATITUDE,LONGITUDE,2019-01,2019-02,2019-03,2019-04,2020-01,2020-02,2020-03,2020-04,2021-01,2021-02,2021-03,2021-04,2022-01,2022-02,2022-03,2022-04,2023-01,2023-02,2023-03,2023-04
0,USC00300183,"ANGELICA, NY US",14709,42.3108,-78.023,29.03225806451613,32.142857142857146,29.03225806451613,36.666666666666664,48.38709677419355,48.275862068965516,38.70967741935484,40.0,51.61290322580645,25.0,19.35483870967742,16.666666666666664,19.35483870967742,14.285714285714285,29.03225806451613,40.0,54.83870967741935,57.14285714285714,61.29032258064516,20.0
1,USC00300443,"BATAVIA, NY US",14020,43.02966,-78.16822,25.806451612903224,21.428571428571427,51.61290322580645,26.666666666666668,41.935483870967744,58.620689655172406,38.70967741935484,40.0,48.38709677419355,21.428571428571427,29.03225806451613,20.0,19.35483870967742,17.857142857142858,29.03225806451613,33.33333333333333,41.935483870967744,57.14285714285714,87.09677419354838,20.0
2,USC00301152,"CANANDAIGUA 3 S, NY US",14424,42.84505,-77.28071,29.03225806451613,39.285714285714285,51.61290322580645,20.0,48.38709677419355,44.827586206896555,45.16129032258064,40.0,48.38709677419355,25.0,22.58064516129032,20.0,22.58064516129032,21.428571428571427,32.25806451612903,26.666666666666668,48.38709677419355,46.42857142857143,61.29032258064516,10.0
3,USC00301595,"COBLESKILL 2 ESE, NY US",12043,42.66717,-74.44239,17.24137931034483,35.294117647058826,44.827586206896555,16.666666666666664,28.57142857142857,63.63636363636363,38.095238095238095,,42.857142857142854,,,,,,,,,,,
4,USC00301664,"COLTON 2 N, NY US",13625,,,19.35483870967742,21.428571428571427,30.0,46.666666666666664,32.25806451612903,37.93103448275862,35.483870967741936,50.0,22.58064516129032,25.0,23.333333333333332,20.0,9.67741935483871,25.0,35.483870967741936,33.33333333333333,25.806451612903224,39.285714285714285,67.74193548387096,20.0
5,USC00301752,"COOPERSTOWN, NY US",13326,,,22.58064516129032,21.428571428571427,22.58064516129032,30.0,25.806451612903224,34.48275862068966,38.70967741935484,41.37931034482759,22.58064516129032,35.714285714285715,25.806451612903224,16.666666666666664,12.903225806451612,21.428571428571427,38.70967741935484,33.33333333333333,35.483870967741936,50.0,74.19354838709677,16.666666666666664
6,USC00302169,"DOWNSVILLE DAM, NY US",13755,,,29.03225806451613,39.285714285714285,51.61290322580645,23.333333333333332,41.935483870967744,58.620689655172406,45.16129032258064,40.0,38.70967741935484,,25.806451612903224,10.0,22.58064516129032,35.714285714285715,25.806451612903224,31.03448275862069,55.172413793103445,57.14285714285714,54.83870967741935,16.666666666666664
7,USC00302454,"EAST SIDNEY, NY US",13775,42.33278,-75.22982,29.03225806451613,28.57142857142857,32.25806451612903,16.666666666666664,33.33333333333333,55.172413793103445,38.70967741935484,43.333333333333336,48.38709677419355,14.285714285714285,22.58064516129032,13.333333333333334,22.58064516129032,28.57142857142857,35.483870967741936,36.666666666666664,50.0,46.42857142857143,51.61290322580645,16.666666666666664
8,USC00302574,"ELLENBURG DEPOT, NY US",12934,44.913,-73.8223,12.903225806451612,17.857142857142858,35.483870967741936,36.666666666666664,29.03225806451613,34.48275862068966,38.70967741935484,50.0,16.129032258064516,14.285714285714285,19.35483870967742,20.0,9.67741935483871,14.285714285714285,32.25806451612903,33.33333333333333,,,,
9,USC00303025,"FRANKLINVILLE, NY US",14737,42.32933,-78.46378,32.25806451612903,32.142857142857146,38.70967741935484,30.0,38.70967741935484,48.275862068965516,48.38709677419355,26.666666666666668,41.935483870967744,17.857142857142858,19.35483870967742,20.689655172413794,25.806451612903224,14.285714285714285,16.129032258064516,36.666666666666664,48.38709677419355,60.71428571428571,58.06451612903226,16.666666666666664
10,USC00303050,"FREEVILLE 1 NE, NY US",13068,42.5178,-76.3351,25.806451612903224,28.57142857142857,41.935483870967744,36.666666666666664,32.25806451612903,51.724137931034484,45.16129032258064,50.0,41.935483870967744,28.57142857142857,29.03225806451613,20.0,9.67741935483871,28.57142857142857,38.70967741935484,33.33333333333333,48.38709677419355,53.57142857142857,58.06451612903226,16.666666666666664
11,USC00303087,"FULTON, NY US",13069,,,25.806451612903224,39.285714285714285,45.16129032258064,20.0,38.70967741935484,48.275862068965516,45.16129032258064,33.33333333333333,58.06451612903226,28.57142857142857,29.03225806451613,13.333333333333334,22.58064516129032,28.57142857142857,51.61290322580645,13.333333333333334,64.51612903225806,46.42857142857143,70.96774193548387,10.0
12,USC00303322,"GLOVERSVILLE 7 NW PECK LAKE, NY US",12078,43.115,-74.4236,9.67741935483871,25.0,29.03225806451613,46.42857142857143,32.25806451612903,27.586206896551722,67.74193548387096,50.0,6.451612903225806,17.857142857142858,38.70967741935484,33.33333333333333,6.896551724137931,28.57142857142857,43.333333333333336,65.51724137931035,35.483870967741936,32.142857142857146,58.06451612903226,32.142857142857146
13,USC00303346,"GOUVERNEUR 3 NW, NY US",13646,,,25.806451612903224,21.428571428571427,35.483870967741936,30.0,38.70967741935484,44.827586206896555,45.16129032258064,40.0,19.35483870967742,25.0,25.806451612903224,13.333333333333334,12.903225806451612,21.428571428571427,38.70967741935484,26.666666666666668,41.935483870967744,39.285714285714285,89.65517241379311,16.666666666666664
14,USC00303851,"HIGHMARKET 2 W, NY US",13325,43.60514,-75.55438,9.67741935483871,21.428571428571427,22.58064516129032,40.0,22.58064516129032,17.24137931034483,45.16129032258064,63.33333333333333,,,,,6.451612903225806,17.857142857142858,41.935483870967744,53.333333333333336,25.806451612903224,28.57142857142857,41.935483870967744,26.666666666666668
15,USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",14850,42.44915,-76.44905,29.03225806451613,25.0,45.16129032258064,36.666666666666664,41.935483870967744,51.724137931034484,35.483870967741936,50.0,51.61290322580645,25.0,25.806451612903224,23.333333333333332,16.129032258064516,25.0,41.935483870967744,33.33333333333333,54.83870967741935,50.0,54.83870967741935,13.333333333333334
16,USC00304207,"JAMESTOWN 4 ENE, NY US",14701,42.11,-79.1591,25.806451612903224,35.714285714285715,41.935483870967744,16.666666666666664,61.29032258064516,55.172413793103445,29.03225806451613,36.666666666666664,48.38709677419355,28.57142857142857,35.483870967741936,20.0,22.58064516129032,28.57142857142857,35.483870967741936,33.33333333333333,54.83870967741935,46.42857142857143,64.51612903225806,10.0
17,USC00304555,"LAKE PLACID 2 S, NY US",12946,,,,,0.0,41.17647058823529,50.0,40.0,51.61290322580645,73.33333333333333,6.666666666666667,10.714285714285714,16.129032258064516,37.93103448275862,6.451612903225806,17.857142857142858,45.16129032258064,63.33333333333333,26.666666666666668,28.57142857142857,45.16129032258064,34.48275862068966
18,USC00304912,"LOWVILLE, NY US",13367,,,19.35483870967742,25.0,38.70967741935484,36.666666666666664,41.935483870967744,41.37931034482759,54.83870967741935,46.666666666666664,29.03225806451613,28.57142857142857,29.03225806451613,20.0,12.903225806451612,21.428571428571427,48.38709677419355,40.0,51.61290322580645,39.285714285714285,67.74193548387096,20.0
19,USC00304952,"MACEDON LOCK E30, NY US",14502,43.0731,-77.30196,,,,,,,,,,,,,9.67741935483871,25.925925925925924,38.70967741935484,16.666666666666664,58.06451612903226,32.142857142857146,51.61290322580645,6.666666666666667
20,USC00304996,"MALONE, NY US",12953,,,16.129032258064516,25.0,22.58064516129032,46.666666666666664,35.483870967741936,31.03448275862069,38.70967741935484,56.666666666666664,19.35483870967742,17.857142857142858,16.129032258064516,16.666666666666664,9.67741935483871,17.857142857142858,38.70967741935484,33.33333333333333,25.806451612903224,35.714285714285715,58.06451612903226,30.0
21,USC00305280,"MEXICO 2 SW, NY US",13114,,,,,,,,,,,,,,,22.58064516129032,14.285714285714285,45.16129032258064,30.0,58.06451612903226,39.285714285714285,70.96774193548387,26.666666666666668
22,USC00305512,"MORRISVILLE 6 SW, NY US",13480,42.8416,-75.7263,26.666666666666668,29.166666666666668,27.77777777777778,40.0,32.25806451612903,37.93103448275862,35.483870967741936,56.666666666666664,12.903225806451612,25.0,32.25806451612903,16.666666666666664,9.67741935483871,25.0,41.935483870967744,43.333333333333336,35.483870967741936,39.285714285714285,54.83870967741935,30.0
23,USC00306047,"NORTH TONAWANDA, NY US",14120,43.05734,-78.86171,,45.45454545454545,45.16129032258064,30.0,54.83870967741935,51.724137931034484,38.70967741935484,36.666666666666664,64.51612903225806,28.57142857142857,45.16129032258064,20.0,25.806451612903224,32.142857142857146,38.70967741935484,26.666666666666668,48.38709677419355,53.57142857142857,74.19354838709677,6.666666666666667
24,USC00306085,"NORWICH, NY US",13815,42.5117,-75.5197,32.25806451612903,32.142857142857146,35.483870967741936,23.333333333333332,41.935483870967744,48.275862068965516,46.42857142857143,,41.935483870967744,14.285714285714285,22.58064516129032,20.0,22.58064516129032,21.428571428571427,35.483870967741936,37.93103448275862,58.06451612903226,46.42857142857143,61.29032258064516,25.0
25,USC00306164,"OGDENSBURG 4 NE, NY US",13669,,,23.809523809523807,21.428571428571427,51.61290322580645,26.666666666666668,35.483870967741936,44.827586206896555,54.83870967741935,43.333333333333336,32.25806451612903,29.629629629629626,22.727272727272727,16.666666666666664,12.903225806451612,28.57142857142857,45.16129032258064,26.31578947368421,38.70967741935484,39.285714285714285,80.64516129032258,13.333333333333334
26,USC00307484,"SARATOGA SPRINGS 4 SW, NY US",12866,43.0413,-73.82126,35.483870967741936,48.148148148148145,40.74074074074074,10.0,51.61290322580645,53.57142857142857,32.142857142857146,16.666666666666664,59.25925925925925,29.166666666666668,19.35483870967742,6.666666666666667,22.58064516129032,25.925925925925924,32.25806451612903,4.0,71.42857142857143,57.14285714285714,58.06451612903226,0.0
27,USC00307705,"SHERBURNE, NY US",13460,,,29.03225806451613,28.57142857142857,32.25806451612903,33.33333333333333,38.70967741935484,41.37931034482759,51.61290322580645,50.0,41.935483870967744,21.428571428571427,25.806451612903224,10.0,19.35483870967742,25.0,41.935483870967744,37.93103448275862,54.83870967741935,50.0,51.61290322580645,23.333333333333332
28,USC00307842,"SODUS 1 W, NY US",14551,43.2359,-77.0841,32.25806451612903,35.714285714285715,45.16129032258064,40.0,48.38709677419355,44.827586206896555,45.16129032258064,43.333333333333336,58.06451612903226,28.57142857142857,32.25806451612903,23.333333333333332,19.230769230769234,28.57142857142857,45.16129032258064,23.333333333333332,58.06451612903226,46.42857142857143,74.19354838709677,20.0
29,USC00308248,"STILLWATER RESERVOIR, NY US",13367,,,15.0,16.666666666666664,4.761904761904762,14.285714285714285,20.0,29.411764705882355,57.89473684210527,42.857142857142854,10.526315789473683,5.88235294117647,9.090909090909092,18.181818181818183,5.555555555555555,13.333333333333334,42.10526315789473,46.666666666666664,38.88888888888889,35.714285714285715,45.45454545454545,38.88888888888889
30,USC00308631,"TUPPER LAKE SUNMOUNT, NY US",12986,44.2307,-74.4382,9.67741935483871,17.857142857142858,12.903225806451612,36.666666666666664,25.806451612903224,29.629629629629626,58.06451612903226,52.0,10.344827586206897,14.814814814814813,16.129032258064516,26.666666666666668,10.0,17.857142857142858,40.0,60.0,53.84615384615385,,0.0,0.0
31,USC00308839,"VICTOR 2 NW, NY US",14564,,,,,,,,,,,,,,16.666666666666664,19.35483870967742,21.428571428571427,41.935483870967744,36.666666666666664,54.83870967741935,42.857142857142854,67.74193548387096,10.0
32,USC00308910,"WALES, NY US",14052,,,29.03225806451613,28.57142857142857,41.935483870967744,33.33333333333333,41.935483870967744,51.724137931034484,38.70967741935484,43.333333333333336,54.83870967741935,17.857142857142858,19.35483870967742,20.0,22.58064516129032,14.285714285714285,29.03225806451613,40.0,46.666666666666664,42.857142857142854,58.06451612903226,6.666666666666667
33,USC00308962,"WARSAW 6 SW, NY US",14043,,,19.35483870967742,25.0,32.25806451612903,40.0,41.935483870967744,41.37931034482759,51.61290322580645,60.0,25.806451612903224,17.857142857142858,35.483870967741936,23.333333333333332,12.903225806451612,17.857142857142858,38.70967741935484,36.666666666666664,38.70967741935484,46.42857142857143,61.29032258064516,33.33333333333333
34,USC00309000,"WATERTOWN, NY US",13601,,,25.806451612903224,28.57142857142857,51.61290322580645,33.33333333333333,51.61290322580645,44.827586206896555,48.38709677419355,46.666666666666664,22.58064516129032,21.428571428571427,35.483870967741936,16.666666666666664,16.129032258064516,28.57142857142857,38.70967741935484,33.33333333333333,54.83870967741935,35.714285714285715,64.51612903225806,23.333333333333332
35,USC00309389,"WHITEHALL, NY US",12887,43.5575,-73.4011,30.0,17.647058823529413,42.10526315789473,17.391304347826086,45.16129032258064,51.724137931034484,41.935483870967744,26.666666666666668,36.666666666666664,22.22222222222222,25.806451612903224,13.793103448275861,19.047619047619047,18.51851851851852,48.38709677419355,7.4074074074074066,62.5,32.0,72.0,14.285714285714285
36,USC00309442,"WHITNEY POINT DAM, NY US",13862,42.3419,-75.9653,25.806451612903224,39.285714285714285,38.70967741935484,26.666666666666668,41.935483870967744,55.172413793103445,45.16129032258064,,64.51612903225806,32.142857142857146,29.03225806451613,20.0,25.806451612903224,28.57142857142857,45.16129032258064,26.666666666666668,58.06451612903226,53.57142857142857,51.61290322580645,10.0
37,USC00309593,"WYOMING 3 W, NY US",14591,,,22.58064516129032,25.0,35.483870967741936,33.33333333333333,51.61290322580645,51.724137931034484,51.61290322580645,53.333333333333336,41.935483870967744,25.0,32.25806451612903,26.666666666666668,16.129032258064516,25.0,32.25806451612903,46.666666666666664,38.70967741935484,53.57142857142857,58.06451612903226,33.33333333333333
38,USR0000NSHR,"SHERBURNE NEW YORK, NY US",13460,,,20.833333333333336,40.0,38.70967741935484,23.333333333333332,45.16129032258064,55.172413793103445,38.70967741935484,30.0,45.16129032258064,25.0,22.58064516129032,20.0,16.129032258064516,28.57142857142857,32.25806451612903,23.333333333333332,51.61290322580645,53.57142857142857,67.74193548387096,16.666666666666664
39,USR0000NSTO,"STONYKILL NEW YORK, NY US",12590,41.5,-73.9,45.16129032258064,53.57142857142857,45.16129032258064,10.0,54.83870967741935,62.06896551724138,32.25806451612903,13.333333333333334,67.74193548387096,60.71428571428571,35.483870967741936,3.3333333333333335,45.16129032258064,35.714285714285715,35.483870967741936,3.3333333333333335,48.38709677419355,53.57142857142857,45.16129032258064,3.3333333333333335
40,USW00014743,"CANTON 4 SE, NY US",13617,,,26.31578947368421,26.31578947368421,26.31578947368421,40.0,30.0,52.38095238095239,,,,,,21.052631578947366,,,35.294117647058826,25.0,44.44444444444444,,100.0,13.333333333333334
41,USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",13069,,,29.03225806451613,35.714285714285715,48.38709677419355,20.0,54.83870967741935,48.275862068965516,45.16129032258064,33.33333333333333,48.38709677419355,35.714285714285715,29.03225806451613,20.0,16.129032258064516,25.0,41.935483870967744,13.333333333333334,54.83870967741935,60.71428571428571,70.96774193548387,13.333333333333334
42,USW00054778,"PENN YAN AIRPORT, NY US",14527,42.64405,-77.05286,35.483870967741936,32.142857142857146,45.16129032258064,23.333333333333332,54.83870967741935,41.37931034482759,43.333333333333336,40.0,58.06451612903226,28.57142857142857,32.25806451612903,13.333333333333334,22.58064516129032,28.57142857142857,41.935483870967744,23.333333333333332,58.06451612903226,60.71428571428571,61.29032258064516,10.0
43,USW00064758,"ITHACA 13 E, NY US",13053,42.4401,-76.2462,50.0,31.818181818181817,38.70967741935484,30.0,41.935483870967744,47.368421052631575,41.935483870967744,50.0,35.483870967741936,25.0,25.806451612903224,16.666666666666664,16.129032258064516,25.0,25.806451612903224,40.0,45.16129032258064,60.71428571428571,54.83870967741935,20.0
44,USW00094740,"SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US",12983,44.39279,-74.20288,14.285714285714285,21.428571428571427,22.58064516129032,33.33333333333333,19.35483870967742,17.24137931034483,48.38709677419355,60.0,9.67741935483871,7.142857142857142,19.35483870967742,40.0,6.451612903225806,14.285714285714285,29.03225806451613,56.666666666666664,35.483870967741936,21.428571428571427,41.935483870967744,26.666666666666668
